['0', '10', '1', '1', '1', '"get', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail', 'http/1', '1"', 'status:', '200', 'len:', '1893', 'time:', '0', '2477829', ['10', '1', '1', '1', '"get', ' <*>', 'http/1', '1"', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>'], 'E0']
['1', '10', '1', '1', '1', '"get', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail', 'http/1', '1"', 'status:', '200', 'len:', '1893', 'time:', '0', '2577181', ['10', '1', '1', '1', '"get', ' <*>', 'http/1', '1"', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>'], 'E0']
['2', '10', '1', '1', '1', '"get', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail', 'http/1', '1"', 'status:', '200', 'len:', '1893', 'time:', '0', '2731631', ['10', '1', '1', '1', '"get', ' <*>', 'http/1', '1"', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>'], 'E0']
['3', '10', '1', '1', '1', '"get', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail', 'http/1', '1"', 'status:', '200', 'len:', '1893', 'time:', '0', '2580249', ['10', '1', '1', '1', '"get', ' <*>', 'http/1', '1"', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>'], 'E0']
['4', '10', '1', '1', '1', '"get', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail', 'http/1', '1"', 'status:', '200', 'len:', '1893', 'time:', '0', '2727931', ['10', '1', '1', '1', '"get', ' <*>', 'http/1', '1"', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>'], 'E0']
['5', '10', '1', '1', '1', '"get', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail', 'http/1', '1"', 'status:', '200', 'len:', '1893', 'time:', '0', '2642131', ['10', '1', '1', '1', '"get', ' <*>', 'http/1', '1"', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>'], 'E0']
['9', '10', '1', '1', '1', '"get', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail', 'http/1', '1"', 'status:', '200', 'len:', '1893', 'time:', '0', '4256971', ['10', '1', '1', '1', '"get', ' <*>', 'http/1', '1"', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>'], 'E0']
['10', '10', '1', '1', '1', '"get', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail', 'http/1', '1"', 'status:', '200', 'len:', '1893', 'time:', '0', '2661140', ['10', '1', '1', '1', '"get', ' <*>', 'http/1', '1"', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>'], 'E0']
['14', '10', '1', '1', '1', '"get', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail', 'http/1', '1"', 'status:', '200', 'len:', '1893', 'time:', '0', '2563808', ['10', '1', '1', '1', '"get', ' <*>', 'http/1', '1"', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>'], 'E0']
['15', '10', '1', '1', '1', '"get', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail', 'http/1', '1"', 'status:', '200', 'len:', '1893', 'time:', '0', '2580891', ['10', '1', '1', '1', '"get', ' <*>', 'http/1', '1"', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>'], 'E0']
['16', '10', '1', '1', '1', '"get', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail', 'http/1', '1"', 'status:', '200', 'len:', '1893', 'time:', '0', '2733629', ['10', '1', '1', '1', '"get', ' <*>', 'http/1', '1"', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>'], 'E0']
['17', '10', '1', '1', '1', '"get', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail', 'http/1', '1"', 'status:', '200', 'len:', '1893', 'time:', '0', '2694771', ['10', '1', '1', '1', '"get', ' <*>', 'http/1', '1"', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>'], 'E0']
['18', '10', '1', '1', '1', '"get', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail', 'http/1', '1"', 'status:', '200', 'len:', '1893', 'time:', '0', '2692339', ['10', '1', '1', '1', '"get', ' <*>', 'http/1', '1"', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>'], 'E0']
['19', '10', '1', '1', '1', '"get', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail', 'http/1', '1"', 'status:', '200', 'len:', '1893', 'time:', '0', '2777061', ['10', '1', '1', '1', '"get', ' <*>', 'http/1', '1"', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>'], 'E0']
['31', '10', '1', '1', '1', '"get', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail', 'http/1', '1"', 'status:', '200', 'len:', '1910', 'time:', '0', '2808621', ['10', '1', '1', '1', '"get', ' <*>', 'http/1', '1"', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>'], 'E0']
['32', '10', '1', '1', '1', '"get', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail', 'http/1', '1"', 'status:', '200', 'len:', '1910', 'time:', '0', '2603891', ['10', '1', '1', '1', '"get', ' <*>', 'http/1', '1"', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>'], 'E0']
['40', '10', '1', '1', '1', '"get', '/openstack/2012-08-10/meta_data', 'http/1', '1"', 'status:', '200', 'len:', '264', 'time:', '0', '2451560', ['10', '1', '1', '1', '"get', ' <*>', 'http/1', '1"', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>'], 'E0']
['41', '10', '1', '1', '1', '"get', '/openstack/2013-10-17', 'http/1', '1"', 'status:', '200', 'len:', '157', 'time:', '0', '0008290', ['10', '1', '1', '1', '"get', ' <*>', 'http/1', '1"', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>'], 'E0']
['42', '10', '1', '1', '1', '"get', '/openstack/2013-10-17/vendor_data', 'http/1', '1"', 'status:', '200', 'len:', '124', 'time:', '0', '2197890', ['10', '1', '1', '1', '"get', ' <*>', 'http/1', '1"', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>'], 'E0']
