['0', 'printfreezingdisplaylogsopening', 'app', 'wtoken', 'appwindowtoken{9f4ef63', 'token', 'token{a64f992', 'activityrecord{de9231d', 'u0', 'com.tencent.qt.qtl/.activity.info.newsdetailxmlactivity', 't761}}}', 'alldrawn', 'false', 'startingdisplayed', 'false', 'startingmoved', 'false', 'isrelaunching', 'false', ['printfreezingdisplaylogsopening', 'app', 'wtoken', 'appwindowtoken{9f4ef63', 'token', 'token{a64f992', 'activityrecord{de9231d', 'u0', 'com.tencent.qt.qtl/.activity.info.newsdetailxmlactivity', 't761}}}', 'alldrawn', 'false', 'startingdisplayed', 'false', 'startingmoved', 'false', 'isrelaunching', 'false'], 'E0']
['1', 'acquire', 'lock', '233570404', 'flags', '0x1', 'tag', '"view', 'lock"', 'name', 'com.android.systemui', 'ws', 'null', 'uid', '10037', 'pid', '2227', ['acquire', 'lock', '233570404', 'flags', '0x1', 'tag', '"view', 'lock"', 'name', 'com.android.systemui', 'ws', 'null', 'uid', '10037', 'pid', '2227'], 'E1']
['14', 'release', 'lock', '233570404', 'flg', '0x0', 'tag', '"view', 'lock"', 'name', 'com.android.systemui"', 'ws', 'null', 'uid', '10037', 'pid', '2227', ['release', 'lock', ' <*>', 'flg', '0x0', 'tag', ' <*>', ' <*>', 'name', ' <*>', 'ws', 'null', 'uid', ' <*>', 'pid', ' <*>'], 'E2']
['34', 'release', 'lock', '226887582', 'flg', '0x0', 'tag', '"screen', 'frozen"', 'name', 'android"', 'ws', 'null', 'uid', '1000', 'pid', '1702', ['release', 'lock', ' <*>', 'flg', '0x0', 'tag', ' <*>', ' <*>', 'name', ' <*>', 'ws', 'null', 'uid', ' <*>', 'pid', ' <*>'], 'E2']
['105', 'disable', '<', 'expand', 'icons*', 'alerts', 'system', 'info*', 'back', 'home', 'recent', 'clock', 'navigationbar', 'search', 'quick', 'settings', '>', ['disable', '<', 'expand', 'icons*', 'alerts', 'system', 'info*', 'back', 'home', 'recent', 'clock', 'navigationbar', 'search', 'quick', 'settings', '>'], 'E3']
['320', 'disable', '<', 'expand', 'icons*', 'alerts', 'system', 'info*', 'back', 'home', 'recent', 'clock', 'navigationbar', 'search', 'quick', 'settings', '>', ['disable', '<', 'expand', 'icons*', 'alerts', 'system', 'info*', 'back', 'home', 'recent', 'clock', 'navigationbar', 'search', 'quick', 'settings', '>'], 'E3']
['1235', 'disable', '<', 'expand', 'icons*', 'alerts', 'system', 'info*', 'back', 'home', 'recent', 'clock', 'navigationbar', 'search', 'quick', 'settings', '>', ['disable', '<', 'expand', 'icons*', 'alerts', 'system', 'info*', 'back', 'home', 'recent', 'clock', 'navigationbar', 'search', 'quick', 'settings', '>'], 'E3']
['1316', 'disable', '<', 'expand', 'icons*', 'alerts', 'system', 'info*', 'back', 'home', 'recent', 'clock', 'navigationbar', 'search', 'quick', 'settings', '>', ['disable', '<', 'expand', 'icons*', 'alerts', 'system', 'info*', 'back', 'home', 'recent', 'clock', 'navigationbar', 'search', 'quick', 'settings', '>'], 'E3']
['1878', 'disable', '<', 'expand', 'icons*', 'alerts', 'system', 'info*', 'back', 'home', 'recent', 'clock', 'navigationbar', 'search', 'quick', 'settings', '>', ['disable', '<', 'expand', 'icons*', 'alerts', 'system', 'info*', 'back', 'home', 'recent', 'clock', 'navigationbar', 'search', 'quick', 'settings', '>'], 'E3']
['1953', 'disable', '<', 'expand', 'icons*', 'alerts', 'system', 'info*', 'back', 'home', 'recent', 'clock', 'navigationbar', 'search', 'quick', 'settings', '>', ['disable', '<', 'expand', 'icons*', 'alerts', 'system', 'info*', 'back', 'home', 'recent', 'clock', 'navigationbar', 'search', 'quick', 'settings', '>'], 'E3']
['432', 'sending', 'alarm', 'alarm{aa90550', 'type', '3', 'when', '509142332', 'pendingintent{1749923', 'pendingintentrecord{9600e20', 'android', 'broadcastintent}}}', 'repeatinterval', '0', 'listenertag', 'time', 'tick', ['sending', 'alarm', ' <*>', 'type', '3', 'when', ' <*>', 'pendingintent{1749923', 'pendingintentrecord{9600e20', 'android', 'broadcastintent}}}', 'repeatinterval', '0', 'listenertag', 'time', 'tick'], 'E4']
['854', 'sending', 'alarm', 'alarm{c1705d3', 'type', '3', 'when', '509202333', 'pendingintent{1749923', 'pendingintentrecord{9600e20', 'android', 'broadcastintent}}}', 'repeatinterval', '0', 'listenertag', 'time', 'tick', ['sending', 'alarm', ' <*>', 'type', '3', 'when', ' <*>', 'pendingintent{1749923', 'pendingintentrecord{9600e20', 'android', 'broadcastintent}}}', 'repeatinterval', '0', 'listenertag', 'time', 'tick'], 'E4']
['1686', 'sending', 'alarm', 'alarm{d764221', 'type', '3', 'when', '509262332', 'pendingintent{1749923', 'pendingintentrecord{9600e20', 'android', 'broadcastintent}}}', 'repeatinterval', '0', 'listenertag', 'time', 'tick', ['sending', 'alarm', ' <*>', 'type', '3', 'when', ' <*>', 'pendingintent{1749923', 'pendingintentrecord{9600e20', 'android', 'broadcastintent}}}', 'repeatinterval', '0', 'listenertag', 'time', 'tick'], 'E4']
['2', 'ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', '0x23', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0', ['ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', ' <*>', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0'], 'E5']
['15', 'ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', '0x23', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0', ['ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', ' <*>', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0'], 'E5']
['21', 'ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', '0x23', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0', ['ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', ' <*>', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0'], 'E5']
['29', 'ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', '0x1', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0', ['ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', ' <*>', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0'], 'E5']
['35', 'ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', '0x1', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0', ['ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', ' <*>', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0'], 'E5']
['40', 'ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', '0x1', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0', ['ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', ' <*>', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0'], 'E5']
['41', 'ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', '0x1', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0', ['ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', ' <*>', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0'], 'E5']
['42', 'ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', '0x1', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0', ['ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', ' <*>', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0'], 'E5']
['43', 'ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', '0x1', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0', ['ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', ' <*>', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0'], 'E5']
['44', 'ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', '0x1', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0', ['ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', ' <*>', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0'], 'E5']
['45', 'ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', '0x1', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0', ['ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', ' <*>', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0'], 'E5']
['53', 'ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', '0x1', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0', ['ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', ' <*>', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0'], 'E5']
['54', 'ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', '0x1', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0', ['ready', 'true', 'policy', '3', 'wakefulness', '1', 'wksummary', ' <*>', 'uasummary', '0x1', 'bootcompleted', 'true', 'boostinprogress', 'false', 'waitmodeenable', 'false', 'mode', 'false', 'manual', '38', 'auto', '1', 'adj', '0.0userid', '0'], 'E5']
