[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] airport: link up on en0
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] airport: link up on awdl0
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] applethunderboltnhitype2::waitforok2go2sx - retries = 7
[CLS] airport: link up on en0
[CLS] en0: channel changed to 1
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] 11:46:19.229 : finished generating hashes
[CLS] ccxpcservice::setstreameventhandler registered for notification callback.
[CLS]  0701/114930:warning:dns_config_service_posix.cc  failed to read dnsconfig.
[CLS] en0: bssid changed to 5c:50:15:36:bc:03
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] airport: link up on awdl0
[CLS] en0: channel changed to 6
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] handle_will_sleep_auth_and_shield_windows: reordering authw 0x7fa823a04400 
[CLS] error returned from iconservicesagent: 
[CLS] tcp_connection_tls_session_error_callback_imp 1977 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22
[CLS] error returned from iconservicesagent: 
[CLS] error returned from iconservicesagent: 
[CLS] error returned from iconservicesagent: 
[CLS] device_generate_desktop_screenshot: authw 0x7fa823c89600  shield 0x7fa8258cac00
[CLS] device_generate_desktop_screenshot: authw 0x7fa823c89600  shield 0x7fa8258cac00
[CLS] error returned from iconservicesagent: 
[CLS] airport: link up on awdl0
[CLS] en0: bssid changed to 5c:50:15:4c:18:1c
[CLS] applethunderboltnhitype2::waitforok2go2sx - retries = 4
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] tcp_connection_tls_session_error_callback_imp 2044 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22
[CLS] applecamin::systemwakecall - messagetype = 0xe0000300
[CLS] tcp_connection_tls_session_error_callback_imp 2068 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] ccxpcservice::setstreameventhandler registered for notification callback.
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] en0: bssid changed to 5c:50:15:36:bc:03
[CLS] en0: channel changed to 6
[CLS] applethunderboltnhitype2::waitforok2go2sx - retries = 5
[CLS] tcp_connection_tls_session_error_callback_imp 2103 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22
[CLS] sandbox: qq deny mach-lookup com.apple.networking.captivenetworksupport
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] tcp_connection_tls_session_error_callback_imp 2115 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22
[CLS] 01:42:26.004 : btle scanning stopped
[CLS] wake time set +0.270003 s
[CLS] applecamin::systemwakecall - messagetype = 0xe0000300
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] 03:31:43.005 : btle scanning stopped
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] wake time set -0.331349 s
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] applethunderboltnhitype2::waitforok2go2sx - retries = 5
[CLS] applethunderboltnhitype2::waitforok2go2sx - retries = 6
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] 06:57:52.002 : purged contact hashes
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] 07:33:34.878 : btle scanning started
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] iopmrootdomain: idle cancel  state 1
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] applethunderboltnhitype2::waitforok2go2sx - retries = 8
[CLS] airport: link up on awdl0
[CLS] wake time set -0.855670 s
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] applethunderboltnhitype2::waitforok2go2sx - retries = 6
[CLS] <immacnotificationcentermanager: 0x7ff1b2e00ba0>:   dnd enabled: yes
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] en0: channel changed to 1
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] cclogtap::profileremoved  owner: com.apple.iokit.io80211family  name: onestats
[CLS] network changed: v6 dns- proxy-
[CLS] airport: link up on awdl0
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] applethunderboltnhitype2::waitforok2go2sx - retries = 4
[CLS] airport: link up on awdl0
[CLS] appleactuatorhideventdriver: message service is terminated
[CLS] en0: bssid changed to 64:d9:89:6b:b5:33
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS]  asked to exit for diskarb
[CLS] en0: channel changed to 1
[CLS] sandbox: qq deny mach-lookup com.apple.networking.captivenetworksupport
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] arpt: 697702.656868: airport_brcm43xx::powerchange: system sleep
[CLS] tcp_connection_tls_session_error_callback_imp 2210 tcp_connection_tls_session_handle_read_error.790 error 60
[CLS] arpt: 698052.637142: airport_brcm43xx::powerchange: system sleep
[CLS] arpt: 698152.085457: airport_brcm43xx::powerchange: system sleep
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] en0: channel changed to 6
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] arpt: 698896.274509: airport_brcm43xx::powerchange: system sleep
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
