[CLS] thermal pressure state: 1 memory pressure state: 0
[CLS] __73- networkanalyticsengine observevalueforkeypath:ofobject:change:context: _block_invoke unexpected switch value 2
[CLS] __73- networkanalyticsengine observevalueforkeypath:ofobject:change:context: _block_invoke unexpected switch value 2
[CLS] airport: link down on awdl0. reason 1 .
[CLS] thermal pressure state: 1 memory pressure state: 0
[CLS] __73- networkanalyticsengine observevalueforkeypath:ofobject:change:context: _block_invoke unexpected switch value 2
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS] applethunderboltnhitype2::waitforok2go2sx - intel_rp = 1 dlla_reporting_supported = 0
[CLS] thermal pressure state: 1 memory pressure state: 0
[CLS] __73- networkanalyticsengine observevalueforkeypath:ofobject:change:context: _block_invoke unexpected switch value 2
[CLS] cfpasteboardref cfpasteboardcreate : failed to create global data
[CLS] location icon should now be in state 'inactive'
[CLS] airport: link down on en0. reason 8 .
[CLS] usbmsc identifier : 000000000820 0x5ac 0x8406 0x820  3
[CLS] __73- networkanalyticsengine observevalueforkeypath:ofobject:change:context: _block_invoke unexpected switch value 2
[CLS] airport: link down on en0. reason 8 .
[CLS] thermal pressure state: 1 memory pressure state: 0
[CLS] location icon should now be in state 'active'
[CLS] usbmsc identifier : 000000000820 0x5ac 0x8406 0x820  3
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS] __73- networkanalyticsengine observevalueforkeypath:ofobject:change:context: _block_invoke unexpected switch value 2
[CLS] tcp_connection_handle_connect_conditions_bad 19617 failed: 3 - no network route
[CLS] location icon should now be in state 'active'
[CLS] airport: link down on awdl0. reason 1 .
[CLS] __73- networkanalyticsengine observevalueforkeypath:ofobject:change:context: _block_invoke unexpected switch value 2
[CLS] location icon should now be in state 'active'
[CLS] location icon should now be in state 'inactive'
[CLS] location icon should now be in state 'active'
[CLS] location icon should now be in state 'inactive'
[CLS] location icon should now be in state 'active'
[CLS]  17:19:15.148  itemasync_setproperty signalled err=-12785   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/player/figplayer_async.c line 2306
[CLS] arpt: 661549.802297: wl0: leavemodulepoweredforoffloads: wi-fi will stay on.
[CLS] __73- networkanalyticsengine observevalueforkeypath:ofobject:change:context: _block_invoke unexpected switch value 2
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS] location icon should now be in state 'active'
[CLS] applethunderboltnhitype2::waitforok2go2sx - intel_rp = 1 dlla_reporting_supported = 0
[CLS] thermal pressure state: 1 memory pressure state: 0
[CLS] applethunderboltnhitype2::waitforok2go2sx - intel_rp = 1 dlla_reporting_supported = 0
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS] location icon should now be in state 'active'
[CLS]  21:17:07.529  figagglomeratorsetobjectforkey signalled err=-16020   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/legibleoutput/figagglomerator.c line 92
[CLS] location icon should now be in state 'inactive'
[CLS]  22:32:34.846  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS] location icon should now be in state 'active'
[CLS] airport: link down on awdl0. reason 1 .
[CLS] usbmsc identifier : 000000000820 0x5ac 0x8406 0x820  3
[CLS] thermal pressure state: 1 memory pressure state: 0
[CLS]  hid   mt  mtactuatormanagement::getactuatorref calling mtactuatoropen outside of mttrackpadhidmanager.
[CLS] location icon should now be in state 'inactive'
[CLS] arpt: 672735.825491: wl0: leavemodulepoweredforoffloads: wi-fi will stay on.
[CLS] thermal pressure state: 1 memory pressure state: 0
[CLS] thermal pressure state: 1 memory pressure state: 0
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS]  11:27:14.923  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS]  11:31:49.472  figagglomeratorsetobjectforkey signalled err=-16020   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/legibleoutput/figagglomerator.c line 92
[CLS]  11:31:49.593  itemasync_copyproperty signalled err=-12785   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/player/figplayer_async.c line 2092
[CLS]  11:34:44.290  itemasync_copyproperty signalled err=-12785   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/player/figplayer_async.c line 2092
[CLS]  11:48:35.539  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS]  11:50:02.531  itemasync_setproperty signalled err=-12785   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/player/figplayer_async.c line 2306
[CLS]  11:50:13.362  itemasync_setproperty signalled err=-12785   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/player/figplayer_async.c line 2306
[CLS]  11:51:29.334  itemasync_setproperty signalled err=-12785   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/player/figplayer_async.c line 2306
[CLS]  11:56:05.232  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS]  11:58:00.829  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS]  11:58:36.563  itemasync_copyproperty signalled err=-12785   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/player/figplayer_async.c line 2092
[CLS]  12:02:22.126  figagglomeratorsetobjectforkey signalled err=-16020   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/legibleoutput/figagglomerator.c line 92
[CLS]  12:03:48.669  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS]  12:04:32.065  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS]  12:11:47.043  itemasync_copyproperty signalled err=-12785   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/player/figplayer_async.c line 2092
[CLS]  12:22:42.202  itemasync_setproperty signalled err=-12785   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/player/figplayer_async.c line 2306
[CLS] unexpected payload found for message 9  datalen 0
[CLS] internal name did not resolve to internal address!
[CLS] arpt: 682068.402171: framerdy 0x0 bmccmd 7 framecnt 1024
[CLS] tcp_connection_handle_connect_conditions_bad 20835 failed: 3 - no network route
[CLS] tcp_connection_handle_connect_conditions_bad 20851 failed: 3 - no network route
[CLS] arpt: 682466.260119: wl0: leavemodulepoweredforoffloads: wi-fi will stay on.
[CLS] applethunderboltnhitype2::waitforok2go2sx - intel_rp = 1 dlla_reporting_supported = 0
[CLS] __73- networkanalyticsengine observevalueforkeypath:ofobject:change:context: _block_invoke unexpected switch value 2
[CLS] arpt: 682833.053879: framerdy 0x0 bmccmd 3 framecnt 1024
[CLS] location icon should now be in state 'inactive'
[CLS] tcp_connection_handle_connect_conditions_bad 21158 failed: 3 - no network route
[CLS] arpt: 683047.197539: framerdy 0x0 bmccmd 3 framecnt 1024
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS] thermal pressure state: 1 memory pressure state: 0
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS] arpt: 683779.928118: framerdy 0x0 bmccmd 3 framecnt 1024
[CLS]  19:04:53.965  figagglomeratorsetobjectforkey signalled err=-16020   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/legibleoutput/figagglomerator.c line 92
[CLS] tcp_connection_handle_connect_conditions_bad 21353 failed: 3 - no network route
[CLS]  20:20:37.119  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS]  20:55:46.310  figagglomeratorsetobjectforkey signalled err=-16020   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/legibleoutput/figagglomerator.c line 92
[CLS]  21:03:03.265  figagglomeratorsetobjectforkey signalled err=-16020   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/legibleoutput/figagglomerator.c line 92
[CLS]  21:07:43.005  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS]  21:27:07.761  figagglomeratorsetobjectforkey signalled err=-16020   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/legibleoutput/figagglomerator.c line 92
[CLS] tcp_connection_handle_connect_conditions_bad 21502 failed: 3 - no network route
[CLS] tcp_connection_handle_connect_conditions_bad 21503 failed: 3 - no network route
[CLS] location icon should now be in state 'inactive'
[CLS]  21:41:47.568  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS] location icon should now be in state 'active'
[CLS]  23:24:32.378  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS] location icon should now be in state 'inactive'
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS] arpt: 698152.618948: wl0: leavemodulepoweredforoffloads: wi-fi will stay on.
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS] thermal pressure state: 1 memory pressure state: 0
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS] thermal pressure state: 1 memory pressure state: 0
[CLS] applethunderboltnhitype2::waitforok2go2sx - intel_rp = 1 dlla_reporting_supported = 0
[CLS] tcp_connection_handle_connect_conditions_bad 21875 failed: 3 - no network route
[CLS] usbmsc identifier : 000000000820 0x5ac 0x8406 0x820  3
[CLS] airport: link down on awdl0. reason 1 .
[CLS] tcp_connection_handle_connect_conditions_bad 21983 failed: 3 - no network route
[CLS] airport: link down on awdl0. reason 1 .
[CLS] tcp_connection_handle_connect_conditions_bad 21993 failed: 3 - no network route
[CLS] __73- networkanalyticsengine observevalueforkeypath:ofobject:change:context: _block_invoke unexpected switch value 2
[CLS] usbmsc identifier : 000000000820 0x5ac 0x8406 0x820  3
[CLS]  11:10:58.940  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS] airport: link down on en0. reason 8 .
[CLS]  12:08:23.866  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS]  12:13:40.079  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS] location icon should now be in state 'inactive'
[CLS]  12:19:03.575  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS]  12:25:26.551  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS] usbmsc identifier : 000000000820 0x5ac 0x8406 0x820  3
[CLS] thermal pressure state: 1 memory pressure state: 0
[CLS]  13:43:06.901  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS] location icon should now be in state 'inactive'
[CLS] location icon should now be in state 'active'
[CLS]  14:19:40.459  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS]  14:33:25.556  figagglomeratorsetobjectforkey signalled err=-16020   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/legibleoutput/figagglomerator.c line 92
[CLS]  14:36:08.077  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS]  14:39:45.538  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS]  14:43:39.854  figagglomeratorsetobjectforkey signalled err=-16020   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/legibleoutput/figagglomerator.c line 92
[CLS] location icon should now be in state 'inactive'
[CLS]  15:47:25.614  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS] thermal pressure state: 1 memory pressure state: 0
[CLS] arpt: 712530.297675: wl0: leavemodulepoweredforoffloads: wi-fi will stay on.
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS] thermal pressure state: 1 memory pressure state: 0
[CLS] location icon should now be in state 'inactive'
[CLS] -_continuousscroll is deprecated for nsscrollwheel. please use -hasprecisescrollingdeltas.
[CLS] -devicedeltay is deprecated for nsscrollwheel. please use -scrollingdeltay.
[CLS] tcp_connection_handle_connect_conditions_bad 22710 failed: 3 - no network route
[CLS] thermal pressure state: 1 memory pressure state: 0
[CLS] usbmsc identifier : 000000000820 0x5ac 0x8406 0x820  3
[CLS] ****  broadcombluetoothhostcontrollerusbtransport  start  -- completed  -- 0x6000 ****
[CLS] __73- networkanalyticsengine observevalueforkeypath:ofobject:change:context: _block_invoke unexpected switch value 2
[CLS] location icon should now be in state 'active'
[CLS] location icon should now be in state 'inactive'
